cohort,tissue,geneset,n,spearman_r,p_value,q_value,sig
no_ventilator,Small Intestine - Terminal Ileum,REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES,13,-0.6888205211804933,0.00921895177973022,0.06927778217040546,FALSE
no_ventilator,Small Intestine - Terminal Ileum,REACTOME_PTK6_PROMOTES_HIF1A_STABILIZATION,13,0.6047843450327598,0.028542900355949214,0.13522931282103756,FALSE
no_ventilator,Vagina,REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR,45,-0.5264584362561562,2.0340535875087423e-4,0.005633489232864191,TRUE
no_ventilator,Vagina,CUSTOM_PHD_VHL_AXIS,45,-0.5156643708459029,2.886532351776868e-4,0.007616004589688197,TRUE
no_ventilator,Esophagus - Mucosa,GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,187,-0.5005736038264424,2.978667462505121e-13,2.0433658792785133e-10,TRUE
no_ventilator,Esophagus - Mucosa,GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,187,-0.4935399500441579,7.128460010462794e-13,2.4450617835887383e-10,TRUE
no_ventilator,Esophagus - Mucosa,GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_HYPOXIA,187,-0.4827249565879491,2.6246825707929388e-12,6.001774145213186e-10,TRUE
no_ventilator,Spleen,GOBP_NEGATIVE_REGULATION_OF_HYPOXIA_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,22,-0.463754979571742,0.0297083606912326,0.13770226644719974,FALSE
no_ventilator,Spleen,GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_HYPOXIA,22,-0.4523613362741329,0.03453242186962015,0.15382624287376245,FALSE
no_ventilator,Esophagus - Mucosa,GOBP_NEGATIVE_REGULATION_OF_HYPOXIA_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,187,-0.4520669667315368,8.3177044552495e-11,1.4264863140752893e-8,TRUE
no_ventilator,Cells - EBV-transformed lymphocytes,GOBP_HYPOXIA_INDUCIBLE_FACTOR_1ALPHA_SIGNALING_PATHWAY,42,0.4150166616041395,0.006277757110127922,0.05838367870996955,FALSE
no_ventilator,Esophagus - Gastroesophageal Junction,CUSTOM_PHD_VHL_AXIS,122,-0.40259966075376197,4.282811153894157e-6,2.6709167741558105e-4,TRUE
no_ventilator,Small Intestine - Terminal Ileum,GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,13,0.385640119021811,0.19312577592920788,0.4033507372284826,FALSE
no_ventilator,Cells - EBV-transformed lymphocytes,HALLMARK_HYPOXIA,42,0.3807687429714004,0.012857281429402463,0.08563199087932126,FALSE
no_ventilator,Kidney - Cortex,REACTOME_PTK6_PROMOTES_HIF1A_STABILIZATION,61,0.37593535035611325,0.0028286965294452744,0.038018469144613515,TRUE
no_ventilator,Esophagus - Mucosa,REACTOME_PTK6_PROMOTES_HIF1A_STABILIZATION,187,-0.3669028515832745,2.4050430379794067e-7,3.299719048107746e-5,TRUE
no_ventilator,Esophagus - Mucosa,GOBP_HYPOXIA_INDUCIBLE_FACTOR_1ALPHA_SIGNALING_PATHWAY,187,-0.3644754182287329,2.9250802627901673e-7,3.3443417671234246e-5,TRUE
no_ventilator,Pancreas,HALLMARK_HYPOXIA,53,0.3589398780125413,0.008305191383904868,0.06533496621302454,FALSE
no_ventilator,Esophagus - Mucosa,CUSTOM_PHD_VHL_AXIS,187,-0.35214226716432434,7.715920142988874e-7,7.561601740129097e-5,TRUE
no_ventilator,Esophagus - Gastroesophageal Junction,KEGG_MEDICUS_VARIANT_LOSS_OF_VHL_TO_HIF_1_SIGNALING_PATHWAY,122,-0.3464894256209419,9.247897231064345e-5,0.0033389776318474428,TRUE
no_ventilator,Esophagus - Mucosa,BIOCARTA_HIF_PATHWAY,187,-0.34527698143029284,1.3009887140010552e-6,1.1155978222559049e-4,TRUE
no_ventilator,Esophagus - Gastroesophageal Junction,GOBP_HYPOXIA_INDUCIBLE_FACTOR_1ALPHA_SIGNALING_PATHWAY,122,-0.3389589582672527,1.339513918230377e-4,0.004375745466219232,TRUE
no_ventilator,Liver,BIOCARTA_HIF_PATHWAY,139,-0.3376267167798346,4.8109416516241686e-5,0.002047430317774201,TRUE
no_ventilator,Esophagus - Gastroesophageal Junction,HALLMARK_HYPOXIA,122,-0.33676232162542025,1.489759932919974e-4,0.0046453423362868285,TRUE
no_ventilator,Kidney - Cortex,KEGG_MEDICUS_VARIANT_LOSS_OF_VHL_TO_HIF_1_SIGNALING_PATHWAY,61,0.33221814332994304,0.008902412769606904,0.06861859730281276,FALSE
no_ventilator,Small Intestine - Terminal Ileum,CUSTOM_PHD_VHL_AXIS,13,0.33050961296453124,0.27004316062450934,0.4913782710567995,FALSE
no_ventilator,Esophagus - Mucosa,REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR,187,-0.32697096540010323,4.9368222059866814e-6,2.822216694422386e-4,TRUE
no_ventilator,Spleen,REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES,22,-0.3254580029872734,0.13940432864766653,0.34170492434342636,FALSE
no_ventilator,Artery - Coronary,GOBP_NEGATIVE_REGULATION_OF_HYPOXIA_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,83,-0.3229292051714085,0.0029049490072207366,0.038018469144613515,TRUE
no_ventilator,Kidney - Cortex,KEGG_MEDICUS_REFERENCE_HIF_1_SIGNALING_PATHWAY,61,0.3226505138923605,0.011210399321929805,0.07690333934843846,FALSE
no_ventilator,Small Intestine - Terminal Ileum,GOBP_HYPOXIA_INDUCIBLE_FACTOR_1ALPHA_SIGNALING_PATHWAY,13,-0.31818696087423604,0.2893736018557373,0.5103092310360817,FALSE
no_ventilator,Esophagus - Mucosa,KEGG_MEDICUS_VARIANT_LOSS_OF_VHL_TO_HIF_1_SIGNALING_PATHWAY,187,-0.31203152228626474,1.3776247236958721e-5,6.750361146109773e-4,TRUE
no_ventilator,Esophagus - Gastroesophageal Junction,GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,122,-0.31011264266099,5.086636254969046e-4,0.012032525761754365,TRUE
no_ventilator,Artery - Coronary,GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_HYPOXIA,83,-0.3100294574978103,0.004340326685510399,0.04881088698787105,TRUE
no_ventilator,Artery - Coronary,GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,83,-0.30884955023397825,0.004498833889210954,0.04977742012901152,TRUE
no_ventilator,Small Intestine - Terminal Ileum,REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR,13,0.30794865418561623,0.30602335308971884,0.5335078604401183,FALSE
no_ventilator,Small Intestine - Terminal Ileum,HALLMARK_HYPOXIA,13,0.3077104525604904,0.3064170510399513,0.5335078604401183,FALSE
no_ventilator,Artery - Coronary,GOBP_HYPOXIA_INDUCIBLE_FACTOR_1ALPHA_SIGNALING_PATHWAY,83,-0.30454910779917593,0.0051209942307025216,0.05404618526556815,FALSE
no_ventilator,Uterus,REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES,40,0.3031108804044762,0.05726917769246811,0.21060971509990617,FALSE
no_ventilator,Esophagus - Gastroesophageal Junction,GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_HYPOXIA,122,-0.3027663193870337,6.997994651646873e-4,0.015708790385457968,TRUE
no_ventilator,Pancreas,REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES,53,0.30116290246307603,0.028424872500789726,0.13522931282103756,FALSE
no_ventilator,Esophagus - Mucosa,HALLMARK_HYPOXIA,187,-0.29955735750100476,3.113971014177781e-5,0.0014241227438173052,TRUE
no_ventilator,Uterus,REACTOME_PTK6_PROMOTES_HIF1A_STABILIZATION,40,-0.29702738868461565,0.06270893118898506,0.2203663370180434,FALSE
no_ventilator,Cells - EBV-transformed lymphocytes,REACTOME_PTK6_PROMOTES_HIF1A_STABILIZATION,42,0.2969569835524948,0.05616533939402362,0.21060971509990617,FALSE
no_ventilator,Spleen,GOBP_HYPOXIA_INDUCIBLE_FACTOR_1ALPHA_SIGNALING_PATHWAY,22,-0.2956851751513392,0.1815374837966012,0.3951504920845471,FALSE
no_ventilator,Esophagus - Gastroesophageal Junction,REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA,122,-0.29494612760649536,9.739891645602054e-4,0.018559904635786138,TRUE
no_ventilator,Artery - Coronary,KEGG_MEDICUS_REFERENCE_HIF_1_SIGNALING_PATHWAY,83,-0.2914254979557916,0.007516838301527419,0.06288476920546109,FALSE
no_ventilator,Esophagus - Gastroesophageal Junction,GOBP_NEGATIVE_REGULATION_OF_HYPOXIA_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,122,-0.2888845747711051,0.0012506102299762987,0.022576805730624764,TRUE
no_ventilator,Artery - Coronary,HALLMARK_HYPOXIA,83,-0.28844701639498505,0.008181517058601128,0.0652618686302369,FALSE
no_ventilator,Brain - Cortex,BIOCARTA_HIF_PATHWAY,239,-0.28807315664371264,5.99752140506642e-6,3.164845910673511e-4,TRUE
no_ventilator,Esophagus - Gastroesophageal Junction,GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,122,-0.27684254164854605,0.0020224557044464997,0.030197582618775764,TRUE
no_ventilator,Esophagus - Gastroesophageal Junction,KEGG_MEDICUS_REFERENCE_HIF_1_SIGNALING_PATHWAY,122,-0.27568136035722784,0.002116062010742166,0.030242052903523456,TRUE
no_ventilator,Kidney - Cortex,BIOCARTA_HIF_PATHWAY,61,0.2734862290226091,0.03295362760110066,0.14872492456812536,FALSE
no_ventilator,Artery - Coronary,KEGG_MEDICUS_VARIANT_LOSS_OF_VHL_TO_HIF_1_SIGNALING_PATHWAY,83,-0.2680003899723521,0.014303081514297296,0.08998427276101803,FALSE
no_ventilator,Artery - Coronary,GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,83,-0.26691057786622124,0.014718981516170734,0.09096595783867678,FALSE
no_ventilator,Pancreas,GOBP_HYPOXIA_INDUCIBLE_FACTOR_1ALPHA_SIGNALING_PATHWAY,53,0.2626679745519309,0.05741110309574702,0.21060971509990617,FALSE
no_ventilator,Testis,KEGG_MEDICUS_VARIANT_LOSS_OF_VHL_TO_HIF_1_SIGNALING_PATHWAY,160,-0.25999385786717866,8.995549631193535e-4,0.01763127727713933,TRUE
no_ventilator,Esophagus - Mucosa,KEGG_MEDICUS_REFERENCE_HIF_1_SIGNALING_PATHWAY,187,-0.2557056097715954,4.121460259100749e-4,0.010097577634796835,TRUE
no_ventilator,Whole Blood,GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_HYPOXIA,323,-0.2556753498359342,3.2424929018333e-6,2.3818659477852487e-4,TRUE
no_ventilator,Whole Blood,GOBP_NEGATIVE_REGULATION_OF_HYPOXIA_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,323,-0.25492573824526255,3.472107795605319e-6,2.3818659477852487e-4,TRUE
no_ventilator,Kidney - Cortex,HALLMARK_HYPOXIA,61,0.2544576468278101,0.047819442025543155,0.19296551311483884,FALSE
no_ventilator,Cells - EBV-transformed lymphocytes,KEGG_MEDICUS_VARIANT_LOSS_OF_VHL_TO_HIF_1_SIGNALING_PATHWAY,42,0.2525085398540199,0.10667454485659596,0.29531421724366985,FALSE
no_ventilator,Liver,REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR,139,-0.2500297806635182,0.002992707483686778,0.038018469144613515,TRUE
no_ventilator,Ovary,REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA,59,0.24953095678382525,0.05665748943195597,0.21060971509990617,FALSE
no_ventilator,Testis,REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR,160,-0.246578459567922,0.0016709887699425097,0.027958495028794186,TRUE
no_ventilator,Brain - Cortex,CUSTOM_PHD_VHL_AXIS,239,-0.24547252411210863,1.2615780506658843e-4,0.004327212713783983,TRUE
no_ventilator,Pancreas,REACTOME_PTK6_PROMOTES_HIF1A_STABILIZATION,53,0.24542367548689034,0.07650960758449604,0.2460763061835877,FALSE
no_ventilator,Esophagus - Gastroesophageal Junction,REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR,122,-0.24534882440313407,0.0064529288664190295,0.05838367870996955,FALSE
no_ventilator,Testis,CUSTOM_PHD_VHL_AXIS,160,-0.24502693175319412,0.001791291717407996,0.028577351584695005,TRUE
no_ventilator,Esophagus - Gastroesophageal Junction,BIOCARTA_HIF_PATHWAY,122,-0.24393535170729633,0.006776210446898658,0.05838367870996955,FALSE
no_ventilator,Esophagus - Mucosa,REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA,187,-0.24095546812795782,8.93726307798401e-4,0.01763127727713933,TRUE
no_ventilator,Pancreas,GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,53,0.23634670430425817,0.0884121953107098,0.2625574284984715,FALSE
no_ventilator,Lung,GOBP_NEGATIVE_REGULATION_OF_HYPOXIA_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,277,-0.23599229167158953,7.3059630635416e-5,0.002784383700883077,TRUE
no_ventilator,Uterus,GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_HYPOXIA,40,0.23562978571460358,0.14327661299388825,0.3458432519435338,FALSE
no_ventilator,Liver,KEGG_MEDICUS_VARIANT_LOSS_OF_VHL_TO_HIF_1_SIGNALING_PATHWAY,139,-0.23272227311438676,0.005834551094354766,0.05838367870996955,FALSE
no_ventilator,Pancreas,GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,53,0.2324679253326551,0.09392019994970256,0.2707111645609074,FALSE
no_ventilator,Brain - Cerebellar Hemisphere,HALLMARK_HYPOXIA,205,-0.23192814708348297,8.194380341220365e-4,0.017566702856491156,TRUE
no_ventilator,Liver,CUSTOM_PHD_VHL_AXIS,139,-0.23137351653551802,0.006134390560006521,0.05838367870996955,FALSE
no_ventilator,Testis,HALLMARK_HYPOXIA,160,-0.23104047289338203,0.003288288418302278,0.040281533124202906,TRUE
no_ventilator,Brain - Cerebellar Hemisphere,KEGG_MEDICUS_REFERENCE_HIF_1_SIGNALING_PATHWAY,205,-0.23084375745856858,8.682681152889302e-4,0.01763127727713933,TRUE
no_ventilator,Testis,GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,160,-0.2304696257803074,0.0033683710911748426,0.040538641553437574,TRUE
no_ventilator,Kidney - Cortex,CUSTOM_PHD_VHL_AXIS,61,0.22707654784181391,0.07842411204006022,0.24668406195811832,FALSE
no_ventilator,Kidney - Cortex,REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA,61,0.22632534362251142,0.07944326944274141,0.2477185583532755,FALSE
no_ventilator,Pancreas,REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA,53,0.2261942201481153,0.10338974483815867,0.2918739298723327,FALSE
no_ventilator,Artery - Coronary,CUSTOM_PHD_VHL_AXIS,83,-0.22598825427379232,0.03994817788316269,0.17235503162169566,FALSE
no_ventilator,Brain - Hippocampus,KEGG_MEDICUS_VARIANT_LOSS_OF_VHL_TO_HIF_1_SIGNALING_PATHWAY,188,-0.2250327683503154,0.001903837116999585,0.029682551415038984,TRUE
