gs_name,gs_collection,gs_subcollection,gene_symbol,ensembl_gene
REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR,C2,CP:REACTOME,HIF3A,ENSG00000124440
REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR,C2,CP:REACTOME,HIGD1A,ENSG00000181061
REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR,C2,CP:REACTOME,VEGFA,ENSG00000112715
KEGG_MEDICUS_REFERENCE_HIF_1_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,ARNT,ENSG00000143437
KEGG_MEDICUS_REFERENCE_HIF_1_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,HIF1A,ENSG00000100644
KEGG_MEDICUS_REFERENCE_HIF_1_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,PDGFB,ENSG00000100311
KEGG_MEDICUS_REFERENCE_HIF_1_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,SLC2A1,ENSG00000117394
KEGG_MEDICUS_REFERENCE_HIF_1_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,TGFA,ENSG00000163235
KEGG_MEDICUS_REFERENCE_HIF_1_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,TGFB1,ENSG00000105329
KEGG_MEDICUS_REFERENCE_HIF_1_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,TGFB2,ENSG00000092969
KEGG_MEDICUS_REFERENCE_HIF_1_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,TGFB3,ENSG00000119699
KEGG_MEDICUS_REFERENCE_HIF_1_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,VEGFA,ENSG00000112715
KEGG_MEDICUS_VARIANT_LOSS_OF_VHL_TO_HIF_1_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,ARNT,ENSG00000143437
KEGG_MEDICUS_VARIANT_LOSS_OF_VHL_TO_HIF_1_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,CUL2,ENSG00000108094
KEGG_MEDICUS_VARIANT_LOSS_OF_VHL_TO_HIF_1_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,ELOB,ENSG00000103363
KEGG_MEDICUS_VARIANT_LOSS_OF_VHL_TO_HIF_1_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,ELOC,ENSG00000154582
KEGG_MEDICUS_VARIANT_LOSS_OF_VHL_TO_HIF_1_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,HIF1A,ENSG00000100644
KEGG_MEDICUS_VARIANT_LOSS_OF_VHL_TO_HIF_1_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,PDGFB,ENSG00000100311
KEGG_MEDICUS_VARIANT_LOSS_OF_VHL_TO_HIF_1_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,RBX1,ENSG00000100387
KEGG_MEDICUS_VARIANT_LOSS_OF_VHL_TO_HIF_1_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,SLC2A1,ENSG00000117394
KEGG_MEDICUS_VARIANT_LOSS_OF_VHL_TO_HIF_1_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,TGFA,ENSG00000163235
KEGG_MEDICUS_VARIANT_LOSS_OF_VHL_TO_HIF_1_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,TGFB1,ENSG00000105329
KEGG_MEDICUS_VARIANT_LOSS_OF_VHL_TO_HIF_1_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,TGFB2,ENSG00000092969
KEGG_MEDICUS_VARIANT_LOSS_OF_VHL_TO_HIF_1_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,TGFB3,ENSG00000119699
KEGG_MEDICUS_VARIANT_LOSS_OF_VHL_TO_HIF_1_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,VEGFA,ENSG00000112715
KEGG_MEDICUS_VARIANT_LOSS_OF_VHL_TO_HIF_1_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,VHL,ENSG00000134086
BIOCARTA_HIF_PATHWAY,C2,CP:BIOCARTA,ARNT,ENSG00000143437
BIOCARTA_HIF_PATHWAY,C2,CP:BIOCARTA,ASPH,ENSG00000198363
BIOCARTA_HIF_PATHWAY,C2,CP:BIOCARTA,COPS5,ENSG00000121022
BIOCARTA_HIF_PATHWAY,C2,CP:BIOCARTA,CREB1,ENSG00000118260
BIOCARTA_HIF_PATHWAY,C2,CP:BIOCARTA,EDN1,ENSG00000078401
BIOCARTA_HIF_PATHWAY,C2,CP:BIOCARTA,EP300,ENSG00000100393
BIOCARTA_HIF_PATHWAY,C2,CP:BIOCARTA,EPO,ENSG00000130427
BIOCARTA_HIF_PATHWAY,C2,CP:BIOCARTA,HIF1A,ENSG00000100644
BIOCARTA_HIF_PATHWAY,C2,CP:BIOCARTA,HSP90AA1,ENSG00000080824
BIOCARTA_HIF_PATHWAY,C2,CP:BIOCARTA,JUN,ENSG00000177606
BIOCARTA_HIF_PATHWAY,C2,CP:BIOCARTA,LDHA,ENSG00000134333
BIOCARTA_HIF_PATHWAY,C2,CP:BIOCARTA,NOS3,ENSG00000164867
BIOCARTA_HIF_PATHWAY,C2,CP:BIOCARTA,P4HB,ENSG00000185624
BIOCARTA_HIF_PATHWAY,C2,CP:BIOCARTA,VEGFA,ENSG00000112715
BIOCARTA_HIF_PATHWAY,C2,CP:BIOCARTA,VHL,ENSG00000134086
GOBP_HYPOXIA_INDUCIBLE_FACTOR_1ALPHA_SIGNALING_PATHWAY,C5,GO:BP,COMMD1,ENSG00000173163
GOBP_HYPOXIA_INDUCIBLE_FACTOR_1ALPHA_SIGNALING_PATHWAY,C5,GO:BP,CYBB,ENSG00000165168
GOBP_HYPOXIA_INDUCIBLE_FACTOR_1ALPHA_SIGNALING_PATHWAY,C5,GO:BP,EGLN1,ENSG00000135766
GOBP_HYPOXIA_INDUCIBLE_FACTOR_1ALPHA_SIGNALING_PATHWAY,C5,GO:BP,HIF1A,ENSG00000100644
GOBP_HYPOXIA_INDUCIBLE_FACTOR_1ALPHA_SIGNALING_PATHWAY,C5,GO:BP,MIR210,ENSG00000199038
GOBP_HYPOXIA_INDUCIBLE_FACTOR_1ALPHA_SIGNALING_PATHWAY,C5,GO:BP,PDK1,ENSG00000152256
GOBP_HYPOXIA_INDUCIBLE_FACTOR_1ALPHA_SIGNALING_PATHWAY,C5,GO:BP,PDK3,ENSG00000067992
GOBP_HYPOXIA_INDUCIBLE_FACTOR_1ALPHA_SIGNALING_PATHWAY,C5,GO:BP,RWDD3,ENSG00000122481
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_HYPOXIA,C5,GO:BP,ATF2,ENSG00000115966
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_HYPOXIA,C5,GO:BP,BNIP3,ENSG00000176171
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_HYPOXIA,C5,GO:BP,ENO1,ENSG00000074800
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_HYPOXIA,C5,GO:BP,HYOU1,ENSG00000149428
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_HYPOXIA,C5,GO:BP,MAP2K1,ENSG00000169032
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_HYPOXIA,C5,GO:BP,NOL3,ENSG00000140939
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_HYPOXIA,C5,GO:BP,PIK3CB,ENSG00000051382
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_HYPOXIA,C5,GO:BP,PINK1,ENSG00000158828
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_HYPOXIA,C5,GO:BP,TMBIM6,ENSG00000139644
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_HYPOXIA,C5,GO:BP,TP53,ENSG00000141510
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,C5,GO:BP,COMMD1,ENSG00000173163
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,C5,GO:BP,DDAH1,ENSG00000153904
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,C5,GO:BP,DRD2,ENSG00000149295
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,C5,GO:BP,EGLN1,ENSG00000135766
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,C5,GO:BP,ENO1,ENSG00000074800
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,C5,GO:BP,EPHA4,ENSG00000116106
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,C5,GO:BP,HYOU1,ENSG00000149428
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,C5,GO:BP,MAP2K1,ENSG00000169032
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,C5,GO:BP,NFE2L2,ENSG00000116044
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,C5,GO:BP,NOL3,ENSG00000140939
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,C5,GO:BP,PIK3CB,ENSG00000051382
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,C5,GO:BP,PINK1,ENSG00000158828
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,C5,GO:BP,TMBIM6,ENSG00000139644
GOBP_NEGATIVE_REGULATION_OF_HYPOXIA_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,C5,GO:BP,ENO1,ENSG00000074800
GOBP_NEGATIVE_REGULATION_OF_HYPOXIA_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,C5,GO:BP,HYOU1,ENSG00000149428
GOBP_NEGATIVE_REGULATION_OF_HYPOXIA_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,C5,GO:BP,MAP2K1,ENSG00000169032
GOBP_NEGATIVE_REGULATION_OF_HYPOXIA_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,C5,GO:BP,NOL3,ENSG00000140939
GOBP_NEGATIVE_REGULATION_OF_HYPOXIA_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,C5,GO:BP,PIK3CB,ENSG00000051382
GOBP_NEGATIVE_REGULATION_OF_HYPOXIA_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,C5,GO:BP,PINK1,ENSG00000158828
GOBP_NEGATIVE_REGULATION_OF_HYPOXIA_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,C5,GO:BP,TMBIM6,ENSG00000139644
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,C5,GO:BP,AJUBA,ENSG00000129474
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,C5,GO:BP,CHCHD2,ENSG00000106153
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,C5,GO:BP,COMMD1,ENSG00000173163
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,C5,GO:BP,DDAH1,ENSG00000153904
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,C5,GO:BP,DNMT3A,ENSG00000119772
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,C5,GO:BP,DRD2,ENSG00000149295
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,C5,GO:BP,EGLN1,ENSG00000135766
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,C5,GO:BP,ENO1,ENSG00000074800
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,C5,GO:BP,EPHA4,ENSG00000116106
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,C5,GO:BP,HYOU1,ENSG00000149428
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,C5,GO:BP,KCNK2,ENSG00000082482
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,C5,GO:BP,MAP2K1,ENSG00000169032
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,C5,GO:BP,MIR145,ENSG00000276365
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,C5,GO:BP,MIR21,ENSG00000284190
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,C5,GO:BP,MIR210,ENSG00000199038
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,C5,GO:BP,NFE2L2,ENSG00000116044
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,C5,GO:BP,NOL3,ENSG00000140939
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,C5,GO:BP,PIK3CB,ENSG00000051382
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,C5,GO:BP,PINK1,ENSG00000158828
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,C5,GO:BP,ROCK2,ENSG00000134318
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,C5,GO:BP,STAT3,ENSG00000168610
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,C5,GO:BP,TMBIM6,ENSG00000139644
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,C5,GO:BP,USP19,ENSG00000172046
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA,C5,GO:BP,VHL,ENSG00000134086
CUSTOM_PHD_VHL_AXIS,CUSTOM,,EGLN1,NA
CUSTOM_PHD_VHL_AXIS,CUSTOM,,EGLN2,NA
CUSTOM_PHD_VHL_AXIS,CUSTOM,,EGLN3,NA
CUSTOM_PHD_VHL_AXIS,CUSTOM,,VHL,NA
CUSTOM_PHD_VHL_AXIS,CUSTOM,,HIF1A,NA
CUSTOM_PHD_VHL_AXIS,CUSTOM,,EPAS1,NA
CUSTOM_PHD_VHL_AXIS,CUSTOM,,EP300,NA
CUSTOM_PHD_VHL_AXIS,CUSTOM,,CREBBP,NA
CUSTOM_PHD_VHL_AXIS,CUSTOM,,ARNT,NA
